season,round,datetime,venue,for_team,for_is_home,for_goals1,for_behinds1,for_goals2,for_behinds2,for_goals3,for_behinds3,for_goals4,for_behinds4,for_total_score,for_match_points,for_is_win,for_is_draw,for_is_loss,against_team,against_is_home,against_goals1,against_behinds1,against_goals2,against_behinds2,against_goals3,against_behinds3,against_goals4,against_behinds4,against_total_score,against_match_points,against_is_win,against_is_draw,against_is_loss,edge_type,for_total_goals,for_total_behinds,against_total_goals,against_total_behinds
2013,R20,Sat 10-Aug-2013 7:40 PM,Carrara,Gold Coast,True,2,4,3,5,5,2,3,1,90,4,True,False,False,Melbourne,False,3,2,2,4,3,5,2,6,77,0,False,False,True,defeated,13,12,10,17
2013,R20,Sat 10-Aug-2013 7:40 PM,Stad. Aust.,Collingwood,False,2,4,4,2,6,4,2,6,100,4,True,False,False,Sydney,True,4,4,1,5,4,1,1,1,71,0,False,False,True,defeated,14,16,10,11
2013,R20,Sun 11-Aug-2013 1:10 PM,Docklands,Essendon,True,3,3,3,4,2,6,1,0,67,0,False,False,True,West Coast,False,3,6,3,3,6,1,6,2,120,4,True,False,False,lost-to,9,13,18,12
2013,R20,Sun 11-Aug-2013 2:40 PM,Subiaco,Fremantle,True,6,7,2,2,7,3,9,1,157,4,True,False,False,Greater Western Sydney,False,0,3,5,0,0,2,1,3,44,0,False,False,True,defeated,24,13,6,8
2013,R20,Sun 11-Aug-2013 2:50 PM,Football Park,Adelaide,True,3,5,4,2,2,1,2,5,79,4,True,False,False,North Melbourne,False,0,2,3,3,5,5,2,0,70,0,False,False,True,defeated,11,13,10,10
2013,R21,Fri 16-Aug-2013 7:50 PM,M.C.G.,Collingwood,False,4,5,5,3,0,3,3,1,84,0,False,False,True,Hawthorn,True,6,4,6,1,3,4,3,2,119,4,True,False,False,lost-to,12,12,18,11
2013,R21,Sat 17-Aug-2013 1:40 PM,Football Park,Gold Coast,False,3,5,3,3,6,2,2,2,96,0,False,False,True,Port Adelaide,True,7,5,1,4,2,4,6,4,113,4,True,False,False,lost-to,14,12,16,17
2013,R21,Sat 17-Aug-2013 1:45 PM,M.C.G.,Carlton,False,3,2,6,2,4,0,3,6,106,4,True,False,False,Richmond,True,8,2,2,1,2,4,2,5,96,0,False,False,True,defeated,16,10,14,12
2013,R21,Sat 17-Aug-2013 4:40 PM,Docklands,Essendon,True,1,3,3,5,2,4,3,4,70,0,False,False,True,North Melbourne,False,2,3,5,3,6,4,4,3,115,4,True,False,False,lost-to,9,16,17,13
2013,R21,Sat 17-Aug-2013 5:40 PM,Subiaco,Geelong,False,6,1,5,4,4,4,1,2,107,4,True,False,False,West Coast,True,2,1,0,2,2,2,2,0,41,0,False,False,True,defeated,16,11,6,5
2013,R21,Sat 17-Aug-2013 7:40 PM,Gabba,Brisbane Lions,True,5,5,7,2,4,5,2,3,123,4,True,False,False,Greater Western Sydney,False,1,1,2,1,1,2,5,5,63,0,False,False,True,defeated,18,15,9,9
2013,R21,Sun 18-Aug-2013 1:10 PM,M.C.G.,Fremantle,False,4,5,5,1,5,5,6,2,133,4,True,False,False,Melbourne,True,0,2,4,3,1,2,0,1,38,0,False,False,True,defeated,20,13,5,8
2013,R21,Sun 18-Aug-2013 3:20 PM,S.C.G.,St Kilda,False,2,3,2,1,1,2,3,5,59,0,False,False,True,Sydney,True,2,3,4,3,7,3,5,1,118,4,True,False,False,lost-to,8,11,18,10
2013,R21,Sun 18-Aug-2013 4:40 PM,Docklands,Adelaide,False,4,2,4,4,6,3,3,3,114,0,False,False,True,Western Bulldogs,True,7,2,2,3,4,1,7,5,131,4,True,False,False,lost-to,17,12,20,11
2013,R22,Fri 23-Aug-2013 7:50 PM,M.C.G.,Collingwood,True,8,3,3,5,3,2,1,1,101,4,True,False,False,West Coast,False,2,2,1,2,0,2,2,3,39,0,False,False,True,defeated,15,11,5,9
2013,R22,Sat 24-Aug-2013 1:15 PM,Football Park,Adelaide,True,1,2,6,2,4,4,7,4,120,4,True,False,False,Melbourne,False,2,3,2,2,1,4,2,1,52,0,False,False,True,defeated,18,12,7,10
2013,R22,Sat 24-Aug-2013 2:10 PM,Docklands,Hawthorn,False,4,2,4,5,7,3,2,5,117,4,True,False,False,North Melbourne,True,4,4,6,4,4,1,1,4,103,0,False,False,True,defeated,17,15,15,13
2013,R22,Sat 24-Aug-2013 4:40 PM,Kardinia Park,Geelong,True,4,4,2,5,2,3,5,2,92,4,True,False,False,Sydney,False,2,2,1,0,2,3,2,1,48,0,False,False,True,defeated,13,14,7,6
2013,R22,Sat 24-Aug-2013 5:40 PM,Subiaco,Fremantle,True,5,4,5,0,5,3,6,1,134,4,True,False,False,Port Adelaide,False,1,1,0,2,3,1,5,2,60,0,False,False,True,defeated,21,8,9,6
2013,R22,Sat 24-Aug-2013 7:40 PM,M.C.G.,Carlton,True,3,9,2,1,4,8,0,4,76,0,False,False,True,Essendon,False,4,2,2,5,2,0,4,3,82,4,True,False,False,lost-to,9,22,12,10
2013,R22,Sun 25-Aug-2013 1:10 PM,Docklands,Gold Coast,False,3,3,3,2,3,1,1,4,70,0,False,False,True,St Kilda,True,3,2,6,3,3,4,5,5,116,4,True,False,False,lost-to,10,10,17,14
2013,R22,Sun 25-Aug-2013 3:20 PM,Showground,Greater Western Sydney,True,3,0,0,1,3,3,0,2,42,0,False,False,True,Richmond,False,4,4,11,5,4,1,6,3,163,4,True,False,False,lost-to,6,6,25,13
2013,R22,Sun 25-Aug-2013 4:40 PM,Gabba,Brisbane Lions,True,7,1,6,1,1,1,1,7,100,4,True,False,False,Western Bulldogs,False,2,5,2,1,4,5,5,4,93,0,False,False,True,defeated,15,10,13,15
2013,R23,Fri 30-Aug-2013 7:50 PM,Stad. Aust.,Hawthorn,False,2,2,5,3,4,1,6,4,112,4,True,False,False,Sydney,True,5,2,4,0,4,2,3,0,100,0,False,False,True,defeated,17,10,16,4
2013,R23,Sat 31-Aug-2013 1:45 PM,Docklands,Fremantle,False,0,0,4,3,1,2,1,0,41,0,False,False,True,St Kilda,True,4,4,5,2,3,3,4,7,112,4,True,False,False,lost-to,6,5,16,16
2013,R23,Sat 31-Aug-2013 2:10 PM,Kardinia Park,Brisbane Lions,False,3,3,6,2,2,1,6,3,111,0,False,False,True,Geelong,True,5,5,2,6,5,9,3,2,112,4,True,False,False,lost-to,17,9,15,22
2013,R23,Sat 31-Aug-2013 4:10 PM,Football Park,Carlton,False,1,5,2,2,4,5,8,2,104,4,True,False,False,Port Adelaide,True,4,3,4,6,4,2,3,2,103,0,False,False,True,defeated,15,14,15,13
2013,R23,Sat 31-Aug-2013 6:10 PM,Subiaco,Adelaide,False,4,4,4,3,7,3,4,5,129,4,True,False,False,West Coast,True,0,3,3,4,1,1,1,5,43,0,False,False,True,defeated,19,15,5,13
2013,R23,Sat 31-Aug-2013 7:40 PM,M.C.G.,Essendon,True,2,4,1,2,2,2,4,3,65,0,False,False,True,Richmond,False,4,1,1,6,6,2,4,5,104,4,True,False,False,lost-to,9,11,15,14
2013,R23,Sun 01-Sep-2013 1:10 PM,Carrara,Gold Coast,True,6,1,6,2,4,4,6,7,146,4,True,False,False,Greater Western Sydney,False,2,4,3,0,2,4,2,1,63,0,False,False,True,defeated,22,14,9,9
2013,R23,Sun 01-Sep-2013 3:20 PM,M.C.G.,Collingwood,True,5,4,5,4,4,3,3,1,114,0,False,False,True,North Melbourne,False,8,1,2,4,5,4,4,2,125,4,True,False,False,lost-to,17,12,19,11
2013,R23,Sun 01-Sep-2013 4:40 PM,Docklands,Melbourne,False,4,5,2,0,3,2,4,2,87,0,False,False,True,Western Bulldogs,True,4,3,9,3,1,2,2,3,107,4,True,False,False,lost-to,13,9,16,11
2013,QF,Fri 06-Sep-2013 7:50 PM,M.C.G.,Hawthorn,False,3,4,1,3,5,2,6,6,105,4,True,False,False,Sydney,False,3,3,1,4,1,1,2,1,51,0,False,False,True,defeated,15,15,7,9
2013,QF,Sat 07-Sep-2013 2:20 PM,Kardinia Park,Fremantle,False,2,5,5,4,3,3,2,3,87,4,True,False,False,Geelong,False,4,6,2,5,3,2,0,5,72,0,False,False,True,defeated,12,15,9,18
2013,EF,Sat 07-Sep-2013 7:45 PM,M.C.G.,Collingwood,False,1,4,3,2,3,1,2,2,63,0,False,False,True,Port Adelaide,False,2,4,4,2,2,3,4,6,87,4,True,False,False,lost-to,9,9,12,15
2013,EF,Sun 08-Sep-2013 3:20 PM,M.C.G.,Carlton,False,2,3,4,2,6,1,6,2,116,4,True,False,False,Richmond,False,3,5,7,2,2,3,2,2,96,0,False,False,True,defeated,18,8,14,12
2013,SF,Fri 13-Sep-2013 7:50 PM,M.C.G.,Geelong,False,2,2,1,4,5,6,5,6,96,4,True,False,False,Port Adelaide,False,3,2,4,3,1,0,4,3,80,0,False,False,True,defeated,13,18,12,8
2013,SF,Sat 14-Sep-2013 7:45 PM,Stad. Aust.,Carlton,False,2,3,2,5,0,0,4,6,62,0,False,False,True,Sydney,False,3,3,5,3,5,2,0,0,86,4,True,False,False,lost-to,8,14,13,8
2013,PF,Fri 20-Sep-2013 7:50 PM,M.C.G.,Geelong,False,4,0,3,4,7,2,1,1,97,0,False,False,True,Hawthorn,False,3,5,4,3,3,2,4,8,102,4,True,False,False,lost-to,15,7,14,18
2013,PF,Sat 21-Sep-2013 5:45 PM,Subiaco,Fremantle,False,2,9,5,2,4,1,3,3,99,4,True,False,False,Sydney,False,2,1,0,1,3,3,6,3,74,0,False,False,True,defeated,14,15,11,8
2013,GF,Sat 28-Sep-2013 2:30 PM,M.C.G.,Fremantle,False,0,3,1,3,5,4,2,4,62,0,False,False,True,Hawthorn,False,2,3,3,2,3,3,3,3,77,4,True,False,False,lost-to,8,14,11,11
2014,R1,Fri 14-Mar-2014 7:50 PM,Docklands,Collingwood,True,2,4,0,4,1,5,2,3,46,0,False,False,True,Fremantle,False,2,3,6,4,6,3,3,4,116,4,True,False,False,lost-to,5,16,17,14
2014,R1,Sat 15-Mar-2014 4:40 PM,Showground,Greater Western Sydney,True,4,1,3,0,2,4,6,4,99,4,True,False,False,Sydney,False,6,2,1,6,2,0,0,5,67,0,False,False,True,defeated,15,9,9,13
2014,R1,Sat 15-Mar-2014 6:55 PM,Carrara,Gold Coast,True,5,4,1,3,1,6,5,2,87,4,True,False,False,Richmond,False,3,1,2,5,1,1,4,2,69,0,False,False,True,defeated,12,15,10,9
2014,R1,Sun 16-Mar-2014 7:40 PM,Docklands,Carlton,True,4,4,4,4,3,5,1,2,87,0,False,False,True,Port Adelaide,False,1,0,6,5,4,2,7,5,120,4,True,False,False,lost-to,12,15,18,12
2014,R1,Thu 20-Mar-2014 7:10 PM,Kardinia Park,Adelaide,False,5,3,4,2,2,3,1,1,81,0,False,False,True,Geelong,True,6,0,5,3,1,4,6,4,119,4,True,False,False,lost-to,12,9,18,11
2014,R1,Fri 21-Mar-2014 7:50 PM,Docklands,Essendon,False,4,1,4,4,3,3,4,1,99,4,True,False,False,North Melbourne,True,3,0,2,3,3,2,1,1,60,0,False,False,True,defeated,15,9,9,6
2014,R1,Sat 22-Mar-2014 4:40 PM,York Park,Brisbane Lions,False,2,4,1,4,5,5,5,0,91,0,False,False,True,Hawthorn,True,3,3,4,3,6,2,8,5,139,4,True,False,False,lost-to,13,13,21,13
2014,R1,Sat 22-Mar-2014 7:40 PM,Docklands,Melbourne,False,2,2,0,8,2,1,2,4,51,0,False,False,True,St Kilda,True,1,3,3,2,4,1,2,2,68,4,True,False,False,lost-to,6,15,10,8
2014,R1,Sun 23-Mar-2014 4:40 PM,Subiaco,West Coast,True,4,2,5,2,4,2,8,2,134,4,True,False,False,Western Bulldogs,False,2,1,1,0,2,2,6,0,69,0,False,False,True,defeated,21,8,11,3
2014,R2,Thu 27-Mar-2014 7:45 PM,M.C.G.,Carlton,False,2,4,3,1,4,2,3,7,86,0,False,False,True,Richmond,True,6,3,4,3,2,6,2,2,98,4,True,False,False,lost-to,12,14,14,14
2014,R2,Fri 28-Mar-2014 7:50 PM,Docklands,Essendon,True,1,5,2,2,6,3,3,4,86,0,False,False,True,Hawthorn,False,4,1,5,2,0,4,4,5,90,4,True,False,False,lost-to,12,14,13,12
2014,R2,Sat 29-Mar-2014 1:40 PM,Docklands,Greater Western Sydney,False,4,2,5,1,2,2,2,5,88,0,False,False,True,St Kilda,True,5,0,3,1,4,3,3,1,95,4,True,False,False,lost-to,13,10,15,5
2014,R2,Sat 29-Mar-2014 4:15 PM,Adelaide Oval,Adelaide,False,1,0,4,2,3,3,3,2,73,0,False,False,True,Port Adelaide,True,5,4,2,4,5,3,7,2,127,4,True,False,False,lost-to,11,7,19,13
2014,R2,Sat 29-Mar-2014 4:40 PM,Subiaco,Fremantle,True,4,1,1,4,3,4,4,6,87,4,True,False,False,Gold Coast,False,2,1,1,4,1,3,1,1,39,0,False,False,True,defeated,12,15,5,9
2014,R2,Sat 29-Mar-2014 7:40 PM,Stad. Aust.,Collingwood,False,1,2,4,3,4,5,3,7,89,4,True,False,False,Sydney,True,3,1,4,1,2,5,1,2,69,0,False,False,True,defeated,12,17,10,9
2014,R2,Sun 30-Mar-2014 12:10 PM,Gabba,Brisbane Lions,True,0,3,4,1,3,2,3,2,68,0,False,False,True,Geelong,False,1,4,4,3,5,5,3,3,93,4,True,False,False,lost-to,10,8,13,15
2014,R2,Sun 30-Mar-2014 3:20 PM,M.C.G.,Melbourne,True,0,1,1,2,1,1,2,2,30,0,False,False,True,West Coast,False,6,5,4,2,4,3,4,5,123,4,True,False,False,lost-to,4,6,18,15
2014,R2,Sun 30-Mar-2014 4:40 PM,Docklands,North Melbourne,False,2,2,0,3,4,3,6,3,83,4,True,False,False,Western Bulldogs,True,0,3,2,0,3,1,3,2,54,0,False,False,True,defeated,12,11,8,6
2014,R3,Fri 04-Apr-2014 7:50 PM,M.C.G.,Fremantle,False,1,2,1,6,3,2,6,3,79,0,False,False,True,Hawthorn,True,6,2,6,3,5,2,4,4,137,4,True,False,False,lost-to,11,13,21,11
2014,R3,Sat 05-Apr-2014 1:40 PM,Adelaide Oval,Adelaide,True,2,2,3,5,4,3,0,7,71,0,False,False,True,Sydney,False,6,2,3,0,5,3,7,3,134,4,True,False,False,lost-to,9,17,21,8
2014,R3,Sat 05-Apr-2014 1:45 PM,Docklands,Richmond,False,2,4,1,0,6,2,6,2,98,0,False,False,True,Western Bulldogs,True,5,4,4,1,2,4,4,1,100,4,True,False,False,lost-to,15,8,15,10
2014,R3,Sat 05-Apr-2014 3:40 PM,Carrara,Brisbane Lions,False,1,2,2,2,3,0,3,3,61,0,False,False,True,Gold Coast,True,2,2,3,4,7,4,5,2,114,4,True,False,False,lost-to,9,7,17,12
2014,R3,Sat 05-Apr-2014 4:40 PM,Subiaco,St Kilda,False,1,5,5,1,1,2,1,2,58,0,False,False,True,West Coast,True,3,2,2,2,3,4,4,3,83,4,True,False,False,lost-to,8,10,12,11
2014,R3,Sat 05-Apr-2014 7:40 PM,M.C.G.,Collingwood,True,0,4,6,3,2,2,3,1,76,0,False,False,True,Geelong,False,3,5,3,2,3,5,3,3,87,4,True,False,False,lost-to,11,10,12,15
2014,R3,Sun 06-Apr-2014 1:10 PM,Showground,Greater Western Sydney,True,1,2,1,5,3,5,5,7,79,4,True,False,False,Melbourne,False,0,2,1,3,4,0,2,0,47,0,False,False,True,defeated,10,19,7,5
2014,R3,Sun 06-Apr-2014 4:10 PM,Docklands,North Melbourne,True,3,2,4,1,2,8,5,2,97,4,True,False,False,Port Adelaide,False,4,3,2,5,5,1,2,3,90,0,False,False,True,defeated,14,13,13,12
2014,R3,Sun 06-Apr-2014 7:10 PM,M.C.G.,Carlton,False,0,3,3,1,3,4,2,1,57,0,False,False,True,Essendon,True,6,3,4,3,6,2,5,4,138,4,True,False,False,lost-to,8,9,21,12
2014,R4,Fri 11-Apr-2014 7:50 PM,M.C.G.,Collingwood,False,4,3,3,2,3,5,6,4,110,4,True,False,False,Richmond,True,1,4,1,3,1,3,7,2,72,0,False,False,True,defeated,16,14,10,12
2014,R4,Sat 12-Apr-2014 1:40 PM,Adelaide Oval,Brisbane Lions,False,3,2,1,1,1,0,2,1,46,0,False,False,True,Port Adelaide,True,4,4,6,5,8,4,6,2,159,4,True,False,False,lost-to,7,4,24,15
2014,R4,Sat 12-Apr-2014 1:45 PM,M.C.G.,Carlton,True,3,4,2,5,1,2,1,5,58,0,False,False,True,Melbourne,False,3,2,3,5,4,1,2,1,81,4,True,False,False,lost-to,7,16,12,9
2014,R4,Sat 12-Apr-2014 4:40 PM,Manuka Oval,Greater Western Sydney,True,5,3,3,4,3,1,1,3,83,0,False,False,True,Western Bulldogs,False,1,1,4,4,5,1,7,2,110,4,True,False,False,lost-to,12,11,17,8
2014,R4,Sat 12-Apr-2014 7:40 PM,Carrara,Gold Coast,True,4,4,2,0,1,1,0,2,49,0,False,False,True,Hawthorn,False,6,4,5,3,5,2,7,1,148,4,True,False,False,lost-to,7,7,23,10
2014,R4,Sat 12-Apr-2014 7:40 PM,Kardinia Park,Geelong,True,4,3,6,1,3,5,3,2,107,4,True,False,False,West Coast,False,4,1,0,1,0,3,0,3,32,0,False,False,True,defeated,16,11,4,8
2014,R4,Sun 13-Apr-2014 1:10 PM,S.C.G.,North Melbourne,False,3,4,1,3,3,3,6,3,91,4,True,False,False,Sydney,True,2,1,1,6,1,2,2,3,48,0,False,False,True,defeated,13,13,6,12
2014,R4,Sun 13-Apr-2014 2:40 PM,Subiaco,Essendon,False,2,1,2,1,1,2,4,2,60,0,False,False,True,Fremantle,True,2,1,4,2,7,1,5,1,113,4,True,False,False,lost-to,9,6,18,5
2014,R4,Sun 13-Apr-2014 3:20 PM,Docklands,Adelaide,False,4,4,5,6,6,4,5,2,136,4,True,False,False,St Kilda,True,2,2,1,0,3,4,1,2,50,0,False,False,True,defeated,20,16,7,8
2014,R5,Thu 17-Apr-2014 7:50 PM,Gabba,Brisbane Lions,True,0,1,3,1,4,4,2,3,63,0,False,False,True,Richmond,False,2,8,2,2,5,3,6,3,106,4,True,False,False,lost-to,9,9,15,16
2014,R5,Sat 19-Apr-2014 1:40 PM,M.C.G.,Collingwood,True,5,4,5,2,1,3,2,6,93,4,True,False,False,North Melbourne,False,2,3,3,0,0,4,3,3,58,0,False,False,True,defeated,13,15,8,10
2014,R5,Sat 19-Apr-2014 4:40 PM,S.C.G.,Fremantle,False,2,2,0,2,6,2,3,3,75,0,False,False,True,Sydney,True,2,1,3,6,6,3,2,4,92,4,True,False,False,lost-to,11,9,13,14
2014,R5,Sat 19-Apr-2014 5:40 PM,Subiaco,Port Adelaide,False,3,5,2,1,2,1,3,3,70,4,True,False,False,West Coast,True,2,5,3,3,1,4,1,2,56,0,False,False,True,defeated,10,10,7,14
2014,R5,Sat 19-Apr-2014 7:40 PM,Docklands,Essendon,True,5,0,0,2,2,5,2,4,65,0,False,False,True,St Kilda,False,1,6,3,2,4,3,3,4,81,4,True,False,False,lost-to,9,11,11,15
2014,R5,Sun 20-Apr-2014 12:40 PM,Adelaide Oval,Adelaide,True,4,0,7,6,5,2,5,3,137,4,True,False,False,Greater Western Sydney,False,2,2,1,3,4,4,3,3,72,0,False,False,True,defeated,21,11,10,12
2014,R5,Sun 20-Apr-2014 3:20 PM,M.C.G.,Gold Coast,False,2,7,4,5,2,5,3,3,86,4,True,False,False,Melbourne,True,3,2,1,2,2,6,5,2,78,0,False,False,True,defeated,11,20,11,12
2014,R5,Sun 20-Apr-2014 4:40 PM,Docklands,Carlton,False,7,3,6,3,3,3,2,2,119,4,True,False,False,Western Bulldogs,True,3,3,5,3,4,2,1,5,91,0,False,False,True,defeated,18,11,13,13
2014,R5,Mon 21-Apr-2014 3:20 PM,M.C.G.,Geelong,True,3,5,3,4,3,5,6,2,106,4,True,False,False,Hawthorn,False,3,2,2,7,3,3,4,3,87,0,False,False,True,defeated,15,16,12,15
2014,R6,Fri 25-Apr-2014 2:40 PM,M.C.G.,Collingwood,True,0,3,6,2,3,2,3,4,83,4,True,False,False,Essendon,False,5,4,1,1,0,2,2,5,60,0,False,False,True,defeated,12,11,8,12
2014,R6,Fri 25-Apr-2014 6:45 PM,Subiaco,Fremantle,True,4,4,2,4,2,0,0,5,61,0,False,False,True,North Melbourne,False,2,4,3,2,2,5,3,3,74,4,True,False,False,lost-to,8,13,10,14
2014,R6,Fri 25-Apr-2014 7:45 PM,Wellington,Brisbane Lions,False,4,3,4,2,2,4,2,1,82,4,True,False,False,St Kilda,True,2,2,2,2,3,4,4,5,79,0,False,False,True,defeated,12,10,11,13
2014,R6,Sat 26-Apr-2014 1:40 PM,Carrara,Gold Coast,True,6,1,2,7,6,4,6,2,134,4,True,False,False,Greater Western Sydney,False,1,6,4,3,3,3,5,4,94,0,False,False,True,defeated,20,14,13,16
2014,R6,Sat 26-Apr-2014 4:40 PM,Docklands,Carlton,True,4,2,4,3,1,2,5,1,92,4,True,False,False,West Coast,False,4,3,3,3,4,3,1,8,89,0,False,False,True,defeated,14,8,12,17
2014,R6,Sat 26-Apr-2014 7:40 PM,M.C.G.,Melbourne,True,1,2,1,1,2,1,1,4,38,0,False,False,True,Sydney,False,4,5,0,3,3,4,2,3,69,4,True,False,False,lost-to,5,8,9,15
2014,R6,Sun 27-Apr-2014 1:10 PM,Docklands,Adelaide,False,1,4,4,3,3,3,5,4,92,4,True,False,False,Western Bulldogs,True,4,2,2,3,0,1,6,5,83,0,False,False,True,defeated,13,14,12,11
2014,R6,Sun 27-Apr-2014 3:20 PM,M.C.G.,Hawthorn,False,4,7,2,2,8,1,4,0,118,4,True,False,False,Richmond,True,2,0,1,1,1,5,3,4,52,0,False,False,True,defeated,18,10,7,10
2014,R6,Sun 27-Apr-2014 4:10 PM,Adelaide Oval,Geelong,False,4,4,0,5,2,1,3,3,67,0,False,False,True,Port Adelaide,True,4,2,4,1,5,3,3,5,107,4,True,False,False,lost-to,9,13,16,11
2014,R7,Fri 02-May-2014 7:50 PM,M.C.G.,Carlton,True,1,2,0,3,1,2,8,3,70,0,False,False,True,Collingwood,False,3,4,4,2,3,9,4,5,104,4,True,False,False,lost-to,10,10,14,20
2014,R7,Sat 03-May-2014 1:45 PM,M.C.G.,Hawthorn,True,6,2,5,5,10,2,6,4,175,4,True,False,False,St Kilda,False,2,3,0,0,1,1,1,2,30,0,False,False,True,defeated,27,13,4,6
2014,R7,Sat 03-May-2014 2:10 PM,Manuka Oval,Greater Western Sydney,True,3,4,2,0,4,2,6,1,97,0,False,False,True,Port Adelaide,False,5,3,5,3,5,3,5,3,132,4,True,False,False,lost-to,15,7,20,12
2014,R7,Sat 03-May-2014 4:10 PM,Adelaide Oval,Adelaide,True,1,1,1,3,3,6,4,3,67,0,False,False,True,Melbourne,False,4,0,3,2,1,2,3,0,70,4,True,False,False,lost-to,9,13,11,4
2014,R7,Sat 03-May-2014 7:40 PM,Gabba,Brisbane Lions,True,2,0,1,5,2,1,1,2,44,0,False,False,True,Sydney,False,3,6,5,2,6,3,4,4,123,4,True,False,False,lost-to,6,8,18,15
2014,R7,Sat 03-May-2014 7:40 PM,Docklands,Essendon,True,3,3,0,3,6,4,1,3,73,4,True,False,False,Western Bulldogs,False,3,5,2,3,2,1,2,2,65,0,False,False,True,defeated,10,13,9,11
2014,R7,Sun 04-May-2014 1:10 PM,Docklands,Gold Coast,False,7,4,3,1,3,5,5,2,120,4,True,False,False,North Melbourne,True,1,4,6,2,3,4,1,1,77,0,False,False,True,defeated,18,12,11,11
2014,R7,Sun 04-May-2014 2:40 PM,Subiaco,Fremantle,False,4,2,1,1,4,3,2,1,73,4,True,False,False,West Coast,True,2,0,1,8,2,3,2,1,54,0,False,False,True,defeated,11,7,7,12
2014,R7,Sun 04-May-2014 3:20 PM,M.C.G.,Geelong,True,3,3,4,5,1,2,3,5,81,4,True,False,False,Richmond,False,0,1,4,2,4,0,4,1,76,0,False,False,True,defeated,11,15,12,4
2014,R8,Fri 09-May-2014 7:50 PM,Stad. Aust.,Hawthorn,False,2,2,4,3,5,2,2,3,88,0,False,False,True,Sydney,True,4,8,2,4,3,4,6,1,107,4,True,False,False,lost-to,13,10,15,17
2014,R8,Sat 10-May-2014 1:10 PM,Adelaide Oval,Fremantle,False,1,3,5,3,3,3,2,1,76,0,False,False,True,Port Adelaide,True,2,4,2,4,4,2,5,6,94,4,True,False,False,lost-to,11,10,13,16
2014,R8,Sat 10-May-2014 4:40 PM,Gabba,Brisbane Lions,True,3,0,1,3,4,3,0,3,57,0,False,False,True,Essendon,False,2,3,4,1,1,4,2,3,65,4,True,False,False,lost-to,8,9,9,11
2014,R8,Sat 10-May-2014 7:40 PM,M.C.G.,Melbourne,True,2,2,3,3,5,1,2,5,83,0,False,False,True,Western Bulldogs,False,3,2,2,5,4,0,6,2,99,4,True,False,False,lost-to,12,11,15,9
2014,R8,Sun 11-May-2014 2:40 PM,Subiaco,Greater Western Sydney,False,1,2,5,0,3,1,3,2,77,0,False,False,True,West Coast,True,5,2,6,3,10,0,9,3,188,4,True,False,False,lost-to,12,5,30,8
2014,R8,Mon 12-May-2014 7:20 PM,Docklands,Carlton,False,2,6,8,0,1,1,4,4,101,4,True,False,False,St Kilda,True,1,1,3,2,2,7,3,5,69,0,False,False,True,defeated,15,11,9,15
2014,R9,Thu 15-May-2014 7:20 PM,Adelaide Oval,Adelaide,True,1,4,4,2,4,4,1,6,76,4,True,False,False,Collingwood,False,3,3,3,3,1,2,0,5,55,0,False,False,True,defeated,10,16,7,13
2014,R9,Fri 16-May-2014 7:50 PM,Docklands,Essendon,True,1,1,4,2,1,3,3,4,64,0,False,False,True,Sydney,False,7,1,5,3,3,0,3,2,114,4,True,False,False,lost-to,9,10,18,6
2014,R9,Sat 17-May-2014 1:40 PM,M.C.G.,Melbourne,False,1,3,3,2,5,1,5,1,91,4,True,False,False,Richmond,True,2,3,2,5,2,8,3,4,74,0,False,False,True,defeated,14,7,9,20
2014,R9,Sat 17-May-2014 4:40 PM,Docklands,Brisbane Lions,False,1,1,2,1,1,0,2,0,38,0,False,False,True,North Melbourne,True,5,5,3,6,5,7,4,5,125,4,True,False,False,lost-to,6,2,17,23
2014,R9,Sat 17-May-2014 5:40 PM,Subiaco,Fremantle,True,5,3,2,8,3,4,3,3,96,4,True,False,False,Geelong,False,0,3,3,2,3,2,3,3,64,0,False,False,True,defeated,13,18,9,10
2014,R9,Sun 18-May-2014 4:40 PM,Docklands,Gold Coast,False,8,4,5,3,3,2,3,2,125,4,True,False,False,St Kilda,True,3,2,1,2,6,3,3,2,87,0,False,False,True,defeated,19,11,13,9
2014,R10,Fri 23-May-2014 7:50 PM,Kardinia Park,Geelong,True,5,5,5,4,3,5,3,1,111,4,True,False,False,North Melbourne,False,2,2,3,2,4,4,4,5,91,0,False,False,True,defeated,16,15,13,13
2014,R10,Sat 24-May-2014 1:40 PM,Showground,Greater Western Sydney,True,1,5,0,1,2,3,2,2,41,0,False,False,True,Richmond,False,8,0,6,2,7,2,3,6,154,4,True,False,False,lost-to,5,11,24,10
2014,R10,Sat 24-May-2014 4:40 PM,M.C.G.,Collingwood,True,5,0,2,3,4,1,6,3,109,4,True,False,False,West Coast,False,5,2,4,3,2,5,4,1,101,0,False,False,True,defeated,17,7,15,11
2014,R10,Sat 24-May-2014 7:10 PM,Adelaide Oval,Hawthorn,False,2,3,2,1,6,2,3,2,86,0,False,False,True,Port Adelaide,True,4,2,4,1,3,4,4,3,100,4,True,False,False,lost-to,13,8,15,10
2014,R10,Sun 25-May-2014 3:20 PM,Carrara,Gold Coast,True,4,0,3,2,8,7,3,2,119,4,True,False,False,Western Bulldogs,False,3,3,2,5,1,2,4,4,74,0,False,False,True,defeated,18,11,10,14
