season,round,datetime,venue,for_team,for_is_home,for_goals1,for_behinds1,for_goals2,for_behinds2,for_goals3,for_behinds3,for_goals4,for_behinds4,for_total_score,for_match_points,for_is_win,for_is_draw,for_is_loss,against_team,against_is_home,against_goals1,against_behinds1,against_goals2,against_behinds2,against_goals3,against_behinds3,against_goals4,against_behinds4,against_total_score,against_match_points,against_is_win,against_is_draw,against_is_loss,edge_type,for_total_goals,for_total_behinds,against_total_goals,against_total_behinds
1990,R1,Sat 31-Mar-1990 2:10 PM,M.C.G.,Melbourne,False,6,2,4,1,7,4,5,3,142,4,True,False,False,North Melbourne,True,2,5,3,4,4,4,3,4,89,0,False,False,True,defeated,22,10,12,17
1990,R1,Sat 31-Mar-1990 2:10 PM,Waverley Park,Geelong,True,5,3,2,3,4,1,0,4,77,0,False,False,True,Hawthorn,False,3,4,6,7,9,7,10,6,192,4,True,False,False,lost-to,11,11,28,24
1990,R1,Sat 31-Mar-1990 2:10 PM,Princes Park,Carlton,True,6,5,4,4,2,6,2,0,99,0,False,False,True,Sydney,False,2,1,1,5,6,3,6,5,104,4,True,False,False,lost-to,14,15,15,14
1990,R1,Sat 31-Mar-1990 2:10 PM,Windy Hill,Essendon,True,7,4,6,7,4,4,3,6,141,4,True,False,False,Fitzroy,False,3,1,2,4,1,3,2,4,60,0,False,False,True,defeated,20,21,8,12
1990,R1,Sat 31-Mar-1990 7:40 PM,Carrara,Brisbane Bears,True,4,3,3,2,6,9,6,5,133,4,True,False,False,Richmond,False,2,4,4,5,1,3,3,2,74,0,False,False,True,defeated,19,19,10,14
1990,R1,Sun 01-Apr-1990 12:10 PM,Subiaco,Collingwood,False,2,3,2,1,2,2,2,0,54,0,False,False,True,West Coast,True,4,4,2,3,3,4,5,5,100,4,True,False,False,lost-to,8,6,14,16
1990,R1,Sun 01-Apr-1990 2:10 PM,Western Oval,Footscray,True,3,4,1,6,2,2,5,3,81,0,False,False,True,St Kilda,False,6,2,5,6,6,3,5,1,144,4,True,False,False,lost-to,11,15,22,12
1990,R2,Fri 06-Apr-1990 7:40 PM,M.C.G.,North Melbourne,False,13,3,5,4,6,5,8,5,209,4,True,False,False,Richmond,True,2,1,2,7,2,2,3,4,68,0,False,False,True,defeated,32,17,9,14
1990,R2,Sat 07-Apr-1990 2:10 PM,Princes Park,Brisbane Bears,False,1,5,2,0,1,3,4,3,59,0,False,False,True,Fitzroy,True,2,2,3,7,6,4,2,7,98,4,True,False,False,lost-to,8,11,13,20
1990,R2,Sat 07-Apr-1990 2:10 PM,Moorabbin Oval,St Kilda,True,4,6,7,3,5,6,2,4,127,4,True,False,False,West Coast,False,1,0,2,1,2,2,5,6,69,0,False,False,True,defeated,18,19,10,9
1990,R2,Sat 07-Apr-1990 2:10 PM,M.C.G.,Geelong,False,5,3,5,2,2,5,1,3,91,0,False,False,True,Melbourne,True,4,9,3,2,4,3,7,6,128,4,True,False,False,lost-to,13,13,18,20
1990,R2,Sat 07-Apr-1990 2:10 PM,Waverley Park,Carlton,True,4,3,3,0,3,2,3,4,87,0,False,False,True,Collingwood,False,1,1,5,5,4,1,9,1,122,4,True,False,False,lost-to,13,9,19,8
1990,R2,Sun 08-Apr-1990 2:10 PM,S.C.G.,Footscray,False,3,2,4,4,8,8,5,6,140,4,True,False,False,Sydney,True,3,4,1,8,3,3,3,3,78,0,False,False,True,defeated,20,20,10,18
1990,R2,Sun 08-Apr-1990 2:10 PM,M.C.G.,Essendon,True,7,2,4,5,4,4,9,4,159,4,True,False,False,Hawthorn,False,2,3,3,2,4,6,5,2,97,0,False,False,True,defeated,24,15,14,13
1990,R3,Sat 14-Apr-1990 2:10 PM,Western Oval,Footscray,True,1,2,0,6,4,7,2,2,59,0,False,False,True,West Coast,False,3,3,6,7,4,0,5,4,122,4,True,False,False,lost-to,7,17,18,14
1990,R3,Sat 14-Apr-1990 2:10 PM,Waverley Park,Carlton,False,3,2,1,2,3,2,7,2,92,4,True,False,False,St Kilda,True,2,1,3,5,5,3,1,1,76,0,False,False,True,defeated,14,8,11,10
1990,R3,Sat 14-Apr-1990 2:10 PM,Princes Park,Hawthorn,True,2,3,2,5,7,6,4,7,111,4,True,False,False,Richmond,False,4,7,3,5,0,5,3,4,81,0,False,False,True,defeated,15,21,10,21
1990,R3,Sun 15-Apr-1990 2:10 PM,Carrara,Brisbane Bears,True,4,1,5,4,3,3,2,3,95,0,False,False,True,North Melbourne,False,5,4,6,2,4,4,2,1,113,4,True,False,False,lost-to,14,11,17,11
1990,R3,Mon 16-Apr-1990 2:10 PM,M.C.G.,Essendon,False,4,3,4,3,1,2,5,3,95,0,False,False,True,Melbourne,True,4,3,5,2,8,2,1,7,122,4,True,False,False,lost-to,14,11,18,14
1990,R3,Mon 16-Apr-1990 2:10 PM,Kardinia Park,Fitzroy,False,0,1,4,5,3,1,4,4,77,0,False,False,True,Geelong,True,6,6,2,5,8,4,6,3,150,4,True,False,False,lost-to,11,11,22,18
1990,R3,Mon 16-Apr-1990 2:10 PM,Victoria Park,Collingwood,True,6,1,3,2,3,2,8,3,128,4,True,False,False,Sydney,False,1,4,4,6,4,6,3,5,93,0,False,False,True,defeated,20,8,12,21
1990,R4,Fri 20-Apr-1990 6:40 PM,W.A.C.A.,Carlton,False,2,3,1,3,3,0,4,4,70,0,False,False,True,West Coast,True,3,2,3,6,5,6,6,4,120,4,True,False,False,lost-to,10,10,17,18
1990,R4,Sat 21-Apr-1990 2:10 PM,Victoria Park,Collingwood,True,7,5,3,1,3,4,1,2,96,4,True,False,False,Footscray,False,3,2,0,5,2,1,6,4,78,0,False,False,True,defeated,14,12,11,12
1990,R4,Sat 21-Apr-1990 2:10 PM,Waverley Park,Fitzroy,True,3,3,3,3,1,2,2,2,64,0,False,False,True,Melbourne,False,5,3,0,1,5,3,3,4,89,4,True,False,False,lost-to,9,10,13,11
1990,R4,Sat 21-Apr-1990 2:10 PM,Princes Park,Brisbane Bears,False,2,4,1,1,0,2,2,1,38,0,False,False,True,Hawthorn,True,3,2,4,2,6,4,5,4,120,4,True,False,False,lost-to,5,8,18,12
1990,R4,Sat 21-Apr-1990 2:10 PM,M.C.G.,Essendon,False,5,3,4,6,5,7,4,3,127,4,True,False,False,Richmond,True,3,5,0,2,2,2,1,4,49,0,False,False,True,defeated,18,19,6,13
1990,R4,Sun 22-Apr-1990 2:10 PM,S.C.G.,St Kilda,False,4,3,3,8,7,3,5,3,131,4,True,False,False,Sydney,True,3,6,1,7,5,3,4,3,97,0,False,False,True,defeated,19,17,13,19
1990,R4,Sun 22-Apr-1990 2:10 PM,M.C.G.,Geelong,False,6,5,4,9,4,7,6,2,143,4,True,False,False,North Melbourne,True,5,5,3,6,3,6,4,5,112,0,False,False,True,defeated,20,23,15,22
1990,R5,Wed 25-Apr-1990 2:10 PM,M.C.G.,Fitzroy,False,2,2,1,3,2,3,4,2,64,0,False,False,True,Richmond,True,3,6,7,4,7,4,4,3,143,4,True,False,False,lost-to,9,10,21,17
1990,R5,Wed 25-Apr-1990 2:10 PM,Princes Park,Carlton,True,3,7,2,4,2,4,3,1,76,0,False,False,True,Footscray,False,2,1,3,4,5,4,5,4,103,4,True,False,False,lost-to,10,16,15,13
1990,R5,Sat 28-Apr-1990 2:10 PM,M.C.G.,Collingwood,False,6,5,1,8,1,5,4,2,92,4,True,False,False,St Kilda,True,4,2,2,4,3,3,4,4,91,0,False,False,True,defeated,12,20,13,13
1990,R5,Sat 28-Apr-1990 2:10 PM,Princes Park,Hawthorn,True,5,4,4,3,2,3,5,2,108,4,True,False,False,North Melbourne,False,1,3,2,5,3,2,4,8,78,0,False,False,True,defeated,16,12,10,18
1990,R5,Sat 28-Apr-1990 2:10 PM,Waverley Park,Essendon,True,3,4,0,2,7,6,1,3,81,0,False,False,True,Geelong,False,1,3,5,6,2,3,4,5,89,4,True,False,False,lost-to,11,15,12,17
1990,R5,Sat 28-Apr-1990 7:40 PM,Carrara,Brisbane Bears,True,3,2,2,5,3,2,0,4,61,0,False,False,True,Melbourne,False,5,1,1,2,8,2,5,6,125,4,True,False,False,lost-to,8,13,19,11
1990,R5,Sun 29-Apr-1990 12:10 PM,Subiaco,Sydney,False,2,2,2,1,5,3,1,1,67,0,False,False,True,West Coast,True,6,4,4,6,2,1,7,3,128,4,True,False,False,lost-to,10,7,19,14
1990,R6,Fri 04-May-1990 7:40 PM,M.C.G.,Richmond,True,3,4,1,5,3,1,2,4,68,0,False,False,True,West Coast,False,6,5,2,0,2,4,5,4,103,4,True,False,False,lost-to,9,14,15,13
1990,R6,Sat 05-May-1990 2:10 PM,M.C.G.,Collingwood,True,3,2,2,4,3,5,2,4,75,0,False,False,True,Essendon,False,2,3,3,3,5,2,5,3,101,4,True,False,False,lost-to,10,15,15,11
1990,R6,Sat 05-May-1990 2:10 PM,Kardinia Park,Brisbane Bears,False,3,1,3,2,3,0,3,5,80,0,False,False,True,Geelong,True,7,2,4,2,4,7,8,2,151,4,True,False,False,lost-to,12,8,23,13
1990,R6,Sat 05-May-1990 2:10 PM,Moorabbin Oval,Hawthorn,False,5,3,3,6,4,5,2,3,101,0,False,False,True,St Kilda,True,4,2,5,4,4,2,2,6,104,4,True,False,False,lost-to,14,17,15,14
1990,R6,Sat 05-May-1990 2:10 PM,Waverley Park,Fitzroy,False,1,1,2,7,2,5,0,7,50,0,False,False,True,Footscray,True,7,1,1,0,2,4,2,5,82,4,True,False,False,lost-to,5,20,12,10
1990,R6,Sat 05-May-1990 2:10 PM,Princes Park,Carlton,True,3,1,3,6,8,1,6,5,133,4,True,False,False,North Melbourne,False,4,6,4,5,3,4,3,4,103,0,False,False,True,defeated,20,13,14,19
1990,R6,Sun 06-May-1990 2:10 PM,S.C.G.,Melbourne,False,4,7,1,4,3,7,4,3,93,0,False,False,True,Sydney,True,1,2,5,6,3,2,5,4,98,4,True,False,False,lost-to,12,21,14,14
1990,R7,Fri 11-May-1990 7:40 PM,M.C.G.,Melbourne,True,5,3,4,2,2,0,7,3,116,4,True,False,False,West Coast,False,2,2,1,1,3,3,3,1,61,0,False,False,True,defeated,18,8,9,7
1990,R7,Sat 12-May-1990 2:10 PM,Princes Park,Fitzroy,True,3,6,6,2,5,4,4,1,121,4,True,False,False,St Kilda,False,3,2,4,4,2,3,6,4,103,0,False,False,True,defeated,18,13,15,13
1990,R7,Sat 12-May-1990 2:10 PM,M.C.G.,Footscray,False,7,5,2,3,3,2,0,5,87,4,True,False,False,North Melbourne,True,1,3,4,5,5,3,2,2,85,0,False,False,True,defeated,12,15,12,13
1990,R7,Sat 12-May-1990 2:10 PM,Waverley Park,Collingwood,True,3,3,1,3,7,6,2,2,92,0,False,False,True,Hawthorn,False,4,4,4,8,1,2,4,2,94,4,True,False,False,lost-to,13,14,13,16
1990,R7,Sat 12-May-1990 2:10 PM,Windy Hill,Carlton,False,1,0,8,3,1,2,7,4,111,4,True,False,False,Essendon,True,4,4,0,2,8,5,1,2,91,0,False,False,True,defeated,17,9,13,13
1990,R7,Sun 13-May-1990 2:10 PM,Kardinia Park,Geelong,True,4,6,1,9,0,5,4,8,82,0,False,False,True,Richmond,False,3,5,3,3,5,6,2,4,96,4,True,False,False,lost-to,9,28,13,18
1990,R7,Sun 13-May-1990 2:10 PM,Carrara,Brisbane Bears,True,3,2,6,2,3,6,2,2,96,4,True,False,False,Sydney,False,3,3,3,2,3,0,4,5,88,0,False,False,True,defeated,14,12,13,10
1990,R8,Fri 18-May-1990 7:40 PM,S.C.G.,Geelong,False,2,2,3,8,6,2,2,8,98,0,False,False,True,Sydney,True,3,6,3,3,2,6,7,2,107,4,True,False,False,lost-to,13,20,15,17
1990,R8,Sat 19-May-1990 2:10 PM,Princes Park,Collingwood,False,2,5,2,7,3,2,10,4,120,4,True,False,False,Fitzroy,True,1,10,2,4,6,5,0,2,75,0,False,False,True,defeated,17,18,9,21
1990,R8,Sat 19-May-1990 2:10 PM,M.C.G.,Melbourne,True,6,4,5,2,2,1,7,6,133,4,True,False,False,Richmond,False,3,5,2,2,5,4,1,3,80,0,False,False,True,defeated,20,13,11,14
1990,R8,Sat 19-May-1990 2:10 PM,Waverley Park,Carlton,True,5,3,3,2,2,5,8,8,126,4,True,False,False,Hawthorn,False,1,2,2,0,4,0,2,3,59,0,False,False,True,defeated,18,18,9,5
1990,R8,Sat 19-May-1990 2:10 PM,Moorabbin Oval,North Melbourne,False,4,0,2,5,2,5,3,2,78,0,False,False,True,St Kilda,True,6,7,2,6,2,5,2,4,94,4,True,False,False,lost-to,11,12,12,22
1990,R8,Sun 20-May-1990 12:10 PM,Subiaco,Brisbane Bears,False,2,1,3,3,1,3,3,2,63,0,False,False,True,West Coast,True,4,9,4,4,6,6,2,7,122,4,True,False,False,lost-to,9,9,16,26
1990,R8,Sun 20-May-1990 2:10 PM,Western Oval,Essendon,False,3,7,5,1,5,3,1,2,97,4,True,False,False,Footscray,True,1,2,3,6,2,2,5,2,78,0,False,False,True,defeated,14,13,11,12
1990,R9,Sat 26-May-1990 2:10 PM,Windy Hill,Essendon,True,5,3,4,6,5,3,4,4,124,4,True,False,False,St Kilda,False,6,3,3,5,4,2,4,1,113,0,False,False,True,defeated,18,16,17,11
1990,R9,Sat 26-May-1990 2:10 PM,Waverley Park,Hawthorn,True,2,1,3,1,4,3,5,3,92,4,True,False,False,Melbourne,False,4,3,2,1,1,1,0,1,48,0,False,False,True,defeated,14,8,7,6
1990,R9,Sat 26-May-1990 2:10 PM,Princes Park,Carlton,True,4,1,3,3,6,6,5,5,123,4,True,False,False,Fitzroy,False,3,5,7,5,1,4,0,2,82,0,False,False,True,defeated,18,15,11,16
1990,R9,Sat 26-May-1990 2:10 PM,Victoria Park,Collingwood,True,6,6,5,5,4,4,11,5,176,4,True,False,False,North Melbourne,False,3,2,4,6,4,2,3,2,96,0,False,False,True,defeated,26,20,14,12
1990,R9,Sat 26-May-1990 7:40 PM,Carrara,Brisbane Bears,True,3,2,0,2,1,3,4,1,56,0,False,False,True,Footscray,False,0,1,7,4,6,5,6,1,125,4,True,False,False,lost-to,8,8,19,11
1990,R9,Sun 27-May-1990 12:10 PM,Subiaco,Geelong,False,3,4,2,4,5,6,3,1,93,0,False,False,True,West Coast,True,4,4,1,6,4,2,7,4,112,4,True,False,False,lost-to,13,15,16,16
1990,R9,Sun 27-May-1990 2:10 PM,M.C.G.,Richmond,True,3,8,5,4,4,2,8,5,139,4,True,False,False,Sydney,False,1,1,1,3,3,1,4,1,60,0,False,False,True,defeated,20,19,9,6
1990,R10,Fri 01-Jun-1990 7:40 PM,M.C.G.,North Melbourne,True,2,4,6,3,6,4,3,5,118,4,True,False,False,West Coast,False,4,4,3,2,2,3,4,3,90,0,False,False,True,defeated,17,16,13,12
1990,R10,Sat 02-Jun-1990 2:10 PM,Princes Park,Fitzroy,True,1,3,5,4,6,3,3,3,103,4,True,False,False,Hawthorn,False,3,4,3,2,5,2,2,3,89,0,False,False,True,defeated,15,13,13,11
1990,R10,Sat 02-Jun-1990 2:10 PM,Waverley Park,Collingwood,True,3,1,5,3,4,3,4,7,110,4,True,False,False,Melbourne,False,2,2,0,0,5,1,2,1,58,0,False,False,True,defeated,16,14,9,4
1990,R10,Sat 02-Jun-1990 2:10 PM,Moorabbin Oval,Brisbane Bears,False,2,3,1,1,3,4,4,3,71,0,False,False,True,St Kilda,True,6,6,8,5,5,8,2,3,148,4,True,False,False,lost-to,10,11,21,22
1990,R10,Sat 02-Jun-1990 2:10 PM,M.C.G.,Carlton,False,3,1,5,3,2,0,3,3,85,0,False,False,True,Richmond,True,3,5,3,7,5,2,4,4,108,4,True,False,False,lost-to,13,7,15,18
1990,R10,Sun 03-Jun-1990 2:10 PM,S.C.G.,Essendon,False,6,4,8,2,6,4,5,4,164,4,True,False,False,Sydney,True,3,2,1,1,2,3,5,2,74,0,False,False,True,defeated,25,14,11,8
1990,R10,Sun 03-Jun-1990 2:10 PM,Kardinia Park,Footscray,False,2,3,6,5,3,1,2,7,94,0,False,False,True,Geelong,True,7,3,1,1,4,3,2,5,96,4,True,False,False,lost-to,13,16,14,12
1990,R11,Sat 09-Jun-1990 2:10 PM,Waverley Park,Geelong,False,5,4,4,0,5,6,2,6,112,4,True,False,False,St Kilda,True,4,5,2,4,4,0,5,5,104,0,False,False,True,defeated,16,16,15,14
1990,R11,Sat 09-Jun-1990 2:10 PM,Windy Hill,Essendon,True,4,2,1,2,5,2,5,3,99,4,True,False,False,West Coast,False,2,1,0,3,4,5,2,3,60,0,False,False,True,defeated,15,9,8,12
1990,R11,Sat 09-Jun-1990 2:10 PM,Princes Park,Hawthorn,True,7,7,4,3,3,4,5,4,132,4,True,False,False,Sydney,False,4,2,1,3,3,6,3,6,83,0,False,False,True,defeated,19,18,11,17
1990,R11,Sun 10-Jun-1990 2:10 PM,Carrara,Brisbane Bears,True,2,3,2,0,4,5,2,5,73,0,False,False,True,Collingwood,False,4,5,5,5,2,2,4,5,107,4,True,False,False,lost-to,10,13,15,17
1990,R11,Mon 11-Jun-1990 2:10 PM,M.C.G.,Carlton,False,3,2,2,2,5,5,3,6,93,0,False,False,True,Melbourne,True,4,3,6,2,4,1,1,3,99,4,True,False,False,lost-to,13,15,15,9
1990,R11,Mon 11-Jun-1990 2:10 PM,Princes Park,Fitzroy,True,2,3,1,0,3,6,5,3,78,0,False,False,True,North Melbourne,False,2,4,8,2,5,1,0,3,100,4,True,False,False,lost-to,11,12,15,10
1990,R11,Mon 11-Jun-1990 2:10 PM,Western Oval,Footscray,True,4,2,2,1,4,3,5,0,96,4,True,False,False,Richmond,False,2,3,3,3,1,0,6,4,82,0,False,False,True,defeated,15,6,12,10
1990,R12,Fri 15-Jun-1990 6:40 PM,W.A.C.A.,Hawthorn,False,2,1,0,5,8,1,2,3,82,0,False,False,True,West Coast,True,7,2,1,2,3,2,5,3,105,4,True,False,False,lost-to,12,10,16,9
1990,R12,Sat 16-Jun-1990 2:10 PM,Windy Hill,Essendon,True,4,1,7,7,2,3,5,5,124,4,True,False,False,North Melbourne,False,2,5,4,3,4,5,3,3,94,0,False,False,True,defeated,18,16,13,16
1990,R12,Sat 16-Jun-1990 2:10 PM,M.C.G.,Richmond,True,5,4,6,5,2,6,5,5,128,4,True,False,False,St Kilda,False,8,6,1,2,5,3,2,1,108,0,False,False,True,defeated,18,20,16,12
1990,R12,Sat 16-Jun-1990 2:10 PM,Waverley Park,Collingwood,False,2,1,5,4,4,3,3,7,99,4,True,False,False,Geelong,True,4,9,4,1,3,2,1,4,88,0,False,False,True,defeated,14,15,12,16
1990,R12,Sat 16-Jun-1990 2:10 PM,Princes Park,Brisbane Bears,False,1,7,5,4,3,6,2,6,89,0,False,False,True,Carlton,True,6,2,4,4,7,1,7,7,158,4,True,False,False,lost-to,11,23,24,14
1990,R12,Sun 17-Jun-1990 2:10 PM,S.C.G.,Fitzroy,False,3,2,4,7,3,4,7,1,116,4,True,False,False,Sydney,True,2,6,1,1,4,4,3,0,71,0,False,False,True,defeated,17,14,10,11
1990,R12,Sun 17-Jun-1990 2:10 PM,Western Oval,Footscray,True,1,1,1,2,3,2,5,3,68,0,False,False,True,Melbourne,False,4,1,2,4,7,6,2,0,101,4,True,False,False,lost-to,10,8,15,11
1990,R13,Sat 23-Jun-1990 2:10 PM,Princes Park,Carlton,True,2,3,2,3,9,6,5,3,123,4,True,False,False,Geelong,False,3,7,6,10,1,6,3,3,104,0,False,False,True,defeated,18,15,13,26
1990,R13,Sat 23-Jun-1990 2:10 PM,M.C.G.,Melbourne,True,4,2,3,5,3,4,4,4,99,0,False,False,True,St Kilda,False,3,5,6,4,5,2,6,1,132,4,True,False,False,lost-to,14,15,20,12
1990,R13,Sat 23-Jun-1990 7:40 PM,Carrara,Brisbane Bears,True,2,2,0,6,3,2,2,3,55,0,False,False,True,Essendon,False,4,3,5,4,1,3,5,9,109,4,True,False,False,lost-to,7,13,15,19
1990,R13,Sat 30-Jun-1990 2:10 PM,M.C.G.,North Melbourne,True,5,7,3,5,6,5,4,6,131,4,True,False,False,Sydney,False,1,2,1,1,1,4,2,4,41,0,False,False,True,defeated,18,23,5,11
1990,R13,Sat 30-Jun-1990 2:10 PM,Victoria Park,Collingwood,True,2,2,4,4,5,6,3,5,101,4,True,False,False,Richmond,False,2,4,0,2,2,3,1,3,42,0,False,False,True,defeated,14,17,5,12
1990,R13,Sat 30-Jun-1990 2:10 PM,Waverley Park,Footscray,False,1,0,4,4,7,1,2,2,91,4,True,False,False,Hawthorn,True,4,2,1,0,2,6,3,5,73,0,False,False,True,defeated,14,7,10,13
1990,R13,Sun 01-Jul-1990 12:10 PM,Subiaco,Fitzroy,False,2,3,4,3,2,4,5,3,91,0,False,False,True,West Coast,True,5,2,3,0,7,5,5,1,128,4,True,False,False,lost-to,13,13,20,8
1990,R14,Fri 06-Jul-1990 7:40 PM,M.C.G.,Brisbane Bears,False,2,0,2,1,5,3,1,7,71,0,False,False,True,Richmond,True,8,6,3,5,4,5,7,5,153,4,True,False,False,lost-to,10,11,22,21
1990,R14,Sat 07-Jul-1990 2:10 PM,Moorabbin Oval,Footscray,False,3,5,3,0,3,4,3,4,85,4,True,False,False,St Kilda,True,3,3,3,5,2,4,3,0,78,0,False,False,True,defeated,12,13,11,12
1990,R14,Sat 07-Jul-1990 2:10 PM,M.C.G.,Melbourne,True,1,5,2,4,5,3,2,1,73,0,False,False,True,North Melbourne,False,5,4,9,2,8,3,9,5,200,4,True,False,False,lost-to,10,13,31,14
1990,R14,Sat 07-Jul-1990 2:10 PM,Princes Park,Essendon,False,2,6,2,3,9,9,7,6,144,4,True,False,False,Fitzroy,True,1,1,4,2,1,2,3,2,61,0,False,False,True,defeated,20,24,9,7
1990,R14,Sat 07-Jul-1990 2:10 PM,Waverley Park,Geelong,False,0,2,3,4,1,0,3,2,50,0,False,False,True,Hawthorn,True,7,4,3,1,5,5,3,0,118,4,True,False,False,lost-to,7,8,18,10
1990,R14,Sat 07-Jul-1990 2:10 PM,Victoria Park,Collingwood,True,2,5,6,2,3,4,4,1,102,4,True,False,False,West Coast,False,4,3,1,2,3,3,3,2,76,0,False,False,True,defeated,15,12,11,10
1990,R14,Sun 08-Jul-1990 2:10 PM,S.C.G.,Carlton,False,6,2,3,2,10,3,6,5,162,4,True,False,False,Sydney,True,6,2,3,6,1,0,3,4,90,0,False,False,True,defeated,25,12,13,12
1990,R15,Fri 13-Jul-1990 6:40 PM,W.A.C.A.,St Kilda,False,9,3,2,1,1,1,2,1,90,0,False,False,True,West Coast,True,2,1,4,5,2,4,8,2,108,4,True,False,False,lost-to,14,6,16,12
1990,R15,Sat 14-Jul-1990 2:10 PM,Western Oval,Footscray,True,2,4,5,2,4,0,6,4,112,4,True,False,False,Sydney,False,6,5,1,3,4,6,2,4,96,0,False,False,True,defeated,17,10,13,18
1990,R15,Sat 14-Jul-1990 2:10 PM,Kardinia Park,Geelong,True,4,1,3,2,8,2,2,6,113,4,True,False,False,Melbourne,False,3,5,6,2,3,4,3,2,103,0,False,False,True,defeated,17,11,15,13
1990,R15,Sat 14-Jul-1990 2:10 PM,Princes Park,Essendon,False,2,4,5,4,9,6,5,2,142,4,True,False,False,Hawthorn,True,2,1,3,2,1,2,4,2,67,0,False,False,True,defeated,21,16,10,7
1990,R15,Sat 14-Jul-1990 2:10 PM,Waverley Park,Carlton,False,0,2,1,4,2,2,5,3,59,0,False,False,True,Collingwood,True,4,3,5,3,5,2,3,3,113,4,True,False,False,lost-to,8,11,17,11
1990,R15,Sat 14-Jul-1990 2:10 PM,M.C.G.,North Melbourne,True,3,3,8,3,8,1,3,5,144,4,True,False,False,Richmond,False,3,2,3,2,3,4,6,2,100,0,False,False,True,defeated,22,12,15,10
1990,R15,Sun 15-Jul-1990 2:10 PM,Carrara,Brisbane Bears,True,5,1,2,3,5,1,5,4,111,4,True,False,False,Fitzroy,False,2,2,5,1,1,4,1,1,62,0,False,False,True,defeated,17,9,9,8
1990,R16,Fri 20-Jul-1990 6:40 PM,W.A.C.A.,Footscray,False,0,4,3,3,2,4,4,1,66,0,False,False,True,West Coast,True,5,3,2,3,4,3,5,4,109,4,True,False,False,lost-to,9,12,16,13
1990,R16,Sat 21-Jul-1990 2:10 PM,Princes Park,Carlton,True,3,2,6,1,6,2,4,4,123,4,True,False,False,St Kilda,False,3,6,2,5,7,4,3,3,108,0,False,False,True,defeated,19,9,15,18
1990,R16,Sat 21-Jul-1990 2:10 PM,Windy Hill,Essendon,True,5,6,4,2,4,4,2,4,106,0,False,False,True,Melbourne,False,3,2,4,3,2,4,8,3,114,4,True,False,False,lost-to,15,16,17,12
1990,R16,Sat 21-Jul-1990 2:10 PM,Waverley Park,Fitzroy,True,2,1,5,0,5,4,5,1,108,4,True,False,False,Geelong,False,0,1,7,5,3,0,2,3,81,0,False,False,True,defeated,17,6,12,9
1990,R16,Sat 21-Jul-1990 2:10 PM,M.C.G.,Hawthorn,False,6,2,6,3,7,1,6,3,159,4,True,False,False,Richmond,True,2,2,4,3,2,1,2,2,68,0,False,False,True,defeated,25,9,10,8
1990,R16,Sun 22-Jul-1990 2:10 PM,M.C.G.,Brisbane Bears,False,5,3,0,3,1,3,1,3,54,0,False,False,True,North Melbourne,True,1,3,8,2,1,5,3,2,90,4,True,False,False,lost-to,7,12,13,12
1990,R16,Sun 22-Jul-1990 2:10 PM,S.C.G.,Collingwood,False,5,6,4,4,5,8,7,3,147,4,True,False,False,Sydney,True,3,3,4,3,4,2,8,1,123,0,False,False,True,defeated,21,21,19,9
1990,R17,Sat 28-Jul-1990 2:10 PM,Moorabbin Oval,St Kilda,True,5,3,5,7,8,3,4,3,148,4,True,False,False,Sydney,False,2,7,3,4,3,0,2,2,73,0,False,False,True,defeated,22,16,10,13
1990,R17,Sat 28-Jul-1990 2:10 PM,Kardinia Park,Geelong,True,7,3,4,2,4,3,2,0,110,0,False,False,True,North Melbourne,False,5,4,8,1,4,3,3,3,131,4,True,False,False,lost-to,17,8,20,11
1990,R17,Sat 28-Jul-1990 2:10 PM,M.C.G.,Fitzroy,False,2,3,3,4,3,6,4,5,90,0,False,False,True,Melbourne,True,4,8,7,5,2,4,2,2,109,4,True,False,False,lost-to,12,18,15,19
1990,R17,Sat 28-Jul-1990 2:10 PM,Waverley Park,Essendon,True,6,5,5,2,6,3,1,7,125,4,True,False,False,Richmond,False,1,3,2,2,1,3,2,2,46,0,False,False,True,defeated,18,17,6,10
1990,R17,Sat 28-Jul-1990 2:10 PM,Princes Park,Carlton,True,5,2,2,2,4,2,4,5,101,0,False,False,True,West Coast,False,5,5,7,2,4,1,4,4,132,4,True,False,False,lost-to,15,11,20,12
1990,R17,Sun 29-Jul-1990 2:10 PM,M.C.G.,Collingwood,False,0,5,3,5,4,6,5,5,93,0,False,False,True,Footscray,True,4,2,4,5,5,1,1,4,96,4,True,False,False,lost-to,12,21,14,12
1990,R17,Sun 29-Jul-1990 2:10 PM,Carrara,Brisbane Bears,True,5,2,5,1,3,3,1,5,95,0,False,False,True,Hawthorn,False,1,7,6,3,6,2,3,2,110,4,True,False,False,lost-to,14,11,16,14
1990,R18,Fri 03-Aug-1990 7:40 PM,M.C.G.,Hawthorn,False,5,3,5,6,3,4,2,5,108,4,True,False,False,North Melbourne,True,3,4,4,3,3,3,4,4,98,0,False,False,True,defeated,15,18,14,14
1990,R18,Sat 04-Aug-1990 2:10 PM,Princes Park,Fitzroy,True,4,4,5,4,6,6,1,3,113,4,True,False,False,Richmond,False,2,4,1,6,5,2,2,3,75,0,False,False,True,defeated,16,17,10,15
1990,R18,Sat 04-Aug-1990 2:10 PM,Victoria Park,Collingwood,True,3,9,7,4,3,6,3,2,117,4,True,False,False,St Kilda,False,2,1,0,2,2,2,3,2,49,0,False,False,True,defeated,16,21,7,7
