season,team,teams,games,wins,draws,losses,wins_ratio,points_for,points_against,points_ratio,goals_for,behinds_for,accuracy_for,goals_against,behinds_against,accuracy_against,goals_ratio,behinds_ratio,rank,rank_score,coarse_rank,wins_prestige,adj_wins_prestige,points_prestige,adj_points_prestige
2011,Sydney,17,24,13,1,10,0.5625,2065,1914,0.5189746167378738,292,313,0.4826446280991736,272,282,0.49097472924187724,0.5177304964539007,0.5260504201680672,6,0.6875,2,0.042797504613146506,0.4170375662979594,0.06374033328929599,0.5213653321131171
2011,West Coast,17,25,18,0,7,0.72,2467,2012,0.5507925876311677,356,331,0.5181950509461426,297,230,0.5635673624288425,0.5451761102603369,0.5900178253119429,4,0.8125,1,0.05417542004097231,0.4782035488196968,0.0670445282606347,0.5348405084323158
2011,Western Bulldogs,17,22,9,0,13,0.4090909090909091,2060,2155,0.4887307236061684,306,224,0.5773584905660377,312,283,0.5243697478991597,0.49514563106796117,0.4418145956607495,10,0.4375,3,0.00794489810516353,0.11358236494244778,0.05595359743613197,0.4867371449728042
2012,Adelaide,18,25,18,0,7,0.72,2643,2072,0.5605514316012725,388,315,0.5519203413940256,300,272,0.5244755244755245,0.563953488372093,0.5366269165247018,3,0.8823529411764706,1,0.081060921044708,0.5999350518459015,0.06594873348802831,0.5455135868471666
2012,Brisbane Lions,18,22,10,0,12,0.45454545454545453,1904,2092,0.47647647647647645,279,230,0.5481335952848723,304,268,0.5314685314685315,0.47855917667238423,0.46184738955823296,13,0.2941176470588236,3,0.013983522446210688,0.19425743119438346,0.045556801390788056,0.4479505302276956
2012,Carlton,18,22,11,0,11,0.5,2079,1925,0.5192307692307693,299,285,0.511986301369863,278,257,0.5196261682242991,0.5181975736568457,0.525830258302583,10,0.47058823529411764,3,0.027132580304983715,0.3216282123749403,0.05437551256240799,0.49432067360311194
2012,Collingwood,18,25,17,0,8,0.68,2363,2114,0.5278088005360733,340,323,0.5128205128205128,299,320,0.48303715670436187,0.5320813771517997,0.5023328149300156,4,0.8235294117647058,1,0.12792904956005,0.7137808830720997,0.0657737157443891,0.5448082062086074
2012,Essendon,18,22,11,0,11,0.5,2091,2090,0.5001195886151638,299,297,0.5016778523489933,305,260,0.5398230088495575,0.49503311258278143,0.533213644524237,11,0.4117647058823529,3,0.028170364533530376,0.33010799582489136,0.05542295709068668,0.4993674968951857
2012,Fremantle,18,24,15,0,9,0.625,2123,1852,0.5340880503144654,311,257,0.5475352112676056,267,250,0.5164410058027079,0.5380622837370242,0.5069033530571992,7,0.6470588235294118,2,0.04714856649918666,0.4568719273293684,0.06156865760188992,0.527262081870156
2012,Geelong,18,23,15,0,8,0.6521739130434783,2289,1982,0.5359400608756731,333,291,0.5336538461538461,288,254,0.5313653136531366,0.5362318840579711,0.5339449541284403,6,0.7058823529411764,2,0.09055024491916991,0.6286147093552774,0.06570553028661966,0.544532874466956
2012,Gold Coast,18,22,3,0,19,0.13636363636363635,1509,2481,0.37819548872180453,215,219,0.49539170506912444,357,339,0.5129310344827587,0.3758741258741259,0.3924731182795699,17,0.05882352941176472,4,0.005135951753479776,0.08068118502955064,0.03468083814827824,0.37917341766822865
2012,Greater Western Sydney,18,22,2,0,20,0.09090909090909091,1270,2751,0.31584183039045016,182,178,0.5055555555555555,400,351,0.5326231691078562,0.3127147766323024,0.33648393194706994,18,0.0,4,0.0008611415891126234,0.014440442761678097,0.024728843999236205,0.30121225439395405
2012,Hawthorn,18,25,19,0,6,0.76,2992,2013,0.5978021978021978,435,382,0.5324357405140759,294,249,0.5414364640883977,0.5967078189300411,0.6053882725832013,1,1.0,1,0.16964702802912202,0.7764474471683972,0.08579023726566326,0.6146873103417279
2012,Melbourne,18,22,4,0,18,0.18181818181818182,1580,2341,0.40295842897220097,224,236,0.48695652173913045,339,307,0.5247678018575851,0.3978685612788632,0.43462246777163904,16,0.11764705882352944,4,0.002440532705437322,0.039929854152706126,0.03513973864963358,0.3823850087228372
